qualtrics_id,instrument,tuning_step,pct_maj,explicit_rtg,participant,passed_practice,block_passed_practice,practice_score,Age,Gender,Year,Year_6_TEXT,Major,music_exp,headphone,test_corr
1588756489,violin,5,1,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,oboe,1,0,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,oboe,2,0.25,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,oboe,3,0.5,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,oboe,4,0.875,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,oboe,5,1,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1706631024,xylophone,1,0,1,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,xylophone,2,0.25,1,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,xylophone,3,0.375,1,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,xylophone,4,0.875,1,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,xylophone,5,1,1,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,trumpet,1,0.25,2,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,trumpet,2,0.125,2,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,trumpet,3,0.5,2,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,trumpet,4,0.875,2,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,trumpet,5,1,2,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,piano,1,0.125,3,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,piano,2,0.125,3,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
